@timestamp,FEC_attempt_no,_id,_index,_score,anatomy,anatomy.keyword,application_sw_release_id,application_sw_release_id.keyword,batch_from_date,batch_from_date.keyword,batch_to_date,batch_to_date.keyword,city,city.keyword,country,country.keyword,customer,customer.keyword,es_load_ts,event_data,event_data.keyword,event_type,event_type.keyword,exam_number,exam_number.keyword,globalOrderNumber,globalOrderNumber.keyword,hospital,hospital.keyword,ifr90_alert,ifr90_alert.keyword,ifr_event_category,ifr_event_category.keyword,ifr_event_data,ifr_event_data.keyword,ifr_event_name,ifr_event_name.keyword,ifr_event_protocol_name,ifr_event_protocol_name.keyword,ifr_main_event,ifr_main_event.keyword,indicator_id,indicator_id.keyword,indicator_message,indicator_message.keyword,indicator_severity,indicator_severity.keyword,installDate,latitude,location,log_type,log_type.keyword,longitude,machine_type,machine_type.keyword,max_warranty_startDate,productName,productName.keyword,protocol_category,protocol_category.keyword,region,region.keyword,state,state.keyword,sw_program,sw_program.keyword,sw_version,sw_version.keyword,sysid,sysid.keyword,systype,systype.keyword,zipcode,zipcode.keyword,zone,zone.keyword,,
"Jul 9, 2026 @ 01:47:39.758",-,cd2229144e491c5febc44c1a015e1b21,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,523,523,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,1.2 Stroke_Workup,1.2 Stroke_Workup,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:47:21.524",-,b0be7576baf4e0c663fef64b53ea15c1,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,523,523,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,1.2 Stroke_Workup,1.2 Stroke_Workup,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:47:03.474",-,7cb26d2e81c129acdb5ac54d4aca62fe,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,523,523,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,1.2 Stroke_Workup,1.2 Stroke_Workup,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:44:26.516",-,faf85f0c2bcae280be595a856d73ba17,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109109 Study Start: Prospective Exam: 523 : Protocol: Stroke_Workup,200109109 Study Start: Prospective Exam: 523 : Protocol: Stroke_Workup,Exam_start,Exam_start,523,523,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,1.2 Stroke_Workup,1.2 Stroke_Workup,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 523 : Protocol: Stroke_Workup,Study Start: Prospective Exam: 523 : Protocol: Stroke_Workup,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:44:26.516",-,2b68df261d4611a8eb89fd1095730c36,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Head,Head,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1000000090401 E523,SESSION_TYPE :SCAN_SESSION , Stroke_Workup : EN: 523, PN: 1.2 Stroke_Workup, SN: Scout","1000000090401 E523,SESSION_TYPE :SCAN_SESSION , Stroke_Workup : EN: 523, PN: 1.2 Stroke_Workup, SN: Scout",start_patient_session,start_patient_session,523,523,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,1.2 Stroke_Workup,1.2 Stroke_Workup,Start patient session,Start patient session,1E+12,1E+12,"E523,SESSION_TYPE :SCAN_SESSION , Stroke_Workup : EN: 523, PN: 1.2 Stroke_Workup, SN: Scout","E523,SESSION_TYPE :SCAN_SESSION , Stroke_Workup : EN: 523, PN: 1.2 Stroke_Workup, SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),1,1,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:43:01.028",-,f7cf1a1c0354233eca2fc9332682cdb3,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109110 Study End: Prospective Exam: 522 : Protocol: Multi-Phase_Cardiac,200109110 Study End: Prospective Exam: 522 : Protocol: Multi-Phase_Cardiac,Exam_end,Exam_end,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Exam end,Exam end,200109110,200109110,Study End: Prospective Exam: 522 : Protocol: Multi-Phase_Cardiac,Study End: Prospective Exam: 522 : Protocol: Multi-Phase_Cardiac,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:36:53.311",-,c4b5034c03e5af43028df4de72eb7afe,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:36:31.336",-,9a1a72876cc5518815404b96529cdda9,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:36:05.381",-,8e0a48694c4f4ce5a04c978c5d0ac014,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:34:37.954",-,00a508032b5cb7f84a9cf621e4c8260c,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:34:05.915",-,f8ae0a82b59f1940d9072dc51cc6b739,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:33:12.673",-,90af1e99aeb1e17f81d19d17efef18e5,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1099990051210 TimingBolus number of scans taken are: 10 EN: 522, PN: 5.2 Multi-Phase_Cardiac, SN: Timing Bolus Series","1099990051210 TimingBolus number of scans taken are: 10 EN: 522, PN: 5.2 Multi-Phase_Cardiac, SN: Timing Bolus Series",Timing Bolus,Timing Bolus,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,How   many Timing Bolus Scans taken before continuing to the next series? The system shall log how many scans were taken in a Timing Bolus Series upon completion or after Pause/Abort in an engineering log at scan time and send to the data lake,How   many Timing Bolus Scans taken before continuing to the next series? The system shall log how many scans were taken in a Timing Bolus Series upon completion or after Pause/Abort in an engineering log at scan time and send to the data lake,Timing Bolus: Number of Scans Taken,Timing Bolus: Number of Scans Taken,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Timing Bolus: Number of Scans Taken,Timing Bolus: Number of Scans Taken,1.09999E+12,1.09999E+12,"TimingBolus number of scans taken are: 10 EN: 522, PN: 5.2 Multi-Phase_Cardiac, SN: Timing Bolus Series","TimingBolus number of scans taken are: 10 EN: 522, PN: 5.2 Multi-Phase_Cardiac, SN: Timing Bolus Series",Low,Low,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:33:07.838",-,09014e9333be0f30e90775fec62ac17d,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 9, 2026 @ 01:32:45.808",-,ce5e43961e068a646714d5c3f9be4931,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,522,522,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,5.2 Multi-Phase_Cardiac,5.2 Multi-Phase_Cardiac,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),5,5,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
